,name,presentation type,github link,stars
26,"DeepFashion2: A Versatile Benchmark for Detection, Pose Estimation, Segmentation and Retrieval of Clothing Images",Poster,https://github.com/switchablenorms/DeepFashion2,622
27,Bottom-up Object Detection by Grouping Extreme and Center Points,Poster,https://github.com/xingyizhou/ExtremeNet,616
28,3D human pose estimation in video with temporal convolutions and semi-supervised training,Poster,https://github.com/facebookresearch/VideoPose3D,574
29,Pixel Adaptive Convolutional Neural Networks,Poster,https://github.com/sniklaus/pytorch-sepconv,560
30,Variational Bayesian Dropout,Poster,https://github.com/HKUST-KnowComp/R-Net,521
31,HAQ: Hardware-Aware Automated Quantization,Oral,https://github.com/MIT-HAN-LAB/ProxylessNAS,506
32,Efficient Neural Network Compression,Poster,https://github.com/songhan/Deep-Compression-AlexNet,453
33,A Structured Model For Action Detection,Poster,https://github.com/yjxiong/action-detection,449
34,ATOM: Accurate Tracking by Overlap Maximization,Oral,https://github.com/martin-danelljan/ECO,420
35,Shape Robust Text Detection with Progressive Scale Expansion Network,Poster,https://github.com/whai362/PSENet,400
36,Data-Driven Neuron Allocation for Scale Aggregation Networks,Poster,https://github.com/lxtGH/OctaveConv_pytorch,398
37,Selective Kernel Networks,Poster,https://github.com/osmr/imgclsmob,365
38,MnasNet: Platform-Aware Neural Architecture Search for Mobile,Poster,https://github.com/osmr/imgclsmob,365
39,"ESPNetv2: A Light-weight, Power Efficient, and General Purpose Convolutional Neural Network",Poster,https://github.com/osmr/imgclsmob,365
40,Deep Plug-and-Play Super-Resolution for Arbitrary Blur Kernels,Poster,https://github.com/cszn/DPSR,357
41,Recurrent MVSNet for High-resolution Multi-view Stereo Depth Inference,Poster,https://github.com/YoYo000/MVSNet,351
42,Bounding Box Regression with Uncertainty for Accurate Object Detection,Poster,https://github.com/yihui-he/softer-NMS,320
43,Feature Denoising for Improving Adversarial Robustness,Poster,https://github.com/facebookresearch/ImageNet-Adversarial-Training,319
44,DenseFusion: 6D Object Pose Estimation by Iterative Dense Fusion,Poster,https://github.com/j96w/DenseFusion,314
45,Understanding and Visualizing Deep Visual Saliency Models,Poster,https://github.com/ZhaoJ9014/Multi-Human-Parsing_MHP,289
46,PointRCNN: 3D Object Proposal Generation and Detection from Point Cloud,Poster,https://github.com/sshaoshuai/PointRCNN,284
47,Co-Occurrence Neural Network,Poster,https://github.com/yao8839836/text_gcn,283
48,High-level Semantic Feature Detection: A New Perspective for Pedestrian Detection,Poster,https://github.com/liuwei16/CSP,267
49,A Dataset and Benchmark for Large-scale Multi-modal Face Anti-Spoofing,Poster,https://github.com/SoftwareGift/FeatherNets_Face-Anti-spoofing-Attack-Detection-Challenge-CVPR2019,265
50,Stereo R-CNN based 3D Object Detection for Autonomous Driving,Poster,https://github.com/HKUST-Aerial-Robotics/Stereo-RCNN,258
51,Listen to the Image,Poster,https://github.com/jiasenlu/HieCoAttenVQA,257
52,Learning to sample,Poster,https://github.com/matenure/FastGCN,255
53,Deep Exemplar-based Video Colorization,Poster,https://github.com/msracver/Deep-Exemplar-based-Colorization,246
54,K-Nearest Neighbors Hashing,Poster,https://github.com/ZJULearning/nsg,244
55,Contrastive Adaptation Network for Unsupervised Domain Adaptation,Poster,https://github.com/eridgd/WCT-TF,240
56,From Recognition to Cognition: Visual Commonsense Reasoning,Oral,https://github.com/rowanz/r2c,238
57,AutoAugment: Learning Augmentation Strategies from Data,Oral,https://github.com/kakaobrain/fast-autoaugment,236
58,Auto-DeepLab: Hierarchical Neural Architecture Search for Semantic Image Segmentation,Oral,https://github.com/MenghaoGuo/AutoDeeplab,224
59,Large Scale Incremental Learning,Poster,https://github.com/ahangchen/TFusion,215
60,Deeper and Wider Siamese Networks for Real-Time Visual Tracking,Oral,https://github.com/researchmm/SiamDW,215
61,Self-Supervised Learning of 3D Human Pose using Multi-view Geometry,Poster,https://github.com/mkocabas/EpipolarPose,201
62,Precise Detection in Densely Packed Scenes,Poster,https://github.com/eg4000/SKU110K_CVPR19,200
63,4D Spatio-Temporal ConvNet: Minkowski Convolutional Neural Network,Poster,https://github.com/StanfordVL/MinkowskiEngine,199
64,PifPaf: Association Fields for Human Pose Estimation,Poster,https://github.com/vita-epfl/openpifpaf,196
65,PointPillars: Fast Encoders for 3D Object Detection from Point Clouds,Poster,https://github.com/nutonomy/second.pytorch,195
66,Progressive Pose Attention Transfer for Person Image Generation,Oral,https://github.com/tengteng95/Pose-Transfer,193
67,An End-to-end Network for Panoptic Segmentation,Poster,https://github.com/uber-research/UPSNet,187
68,Panoptic Segmentation,Poster,https://github.com/uber-research/UPSNet,187
69,UPSNet: A Unified Panoptic Segmentation Network,Oral,https://github.com/uber-research/UPSNet,187
70,Unsupervised Domain Adaptation by Semantic Discrepancy Minimization,Poster,https://github.com/mil-tokyo/MCD_DA,179
71,Pseudo-LiDAR from Visual Depth Estimation: Bridging the Gap in 3D Object Detection for Autonomous Driving,Poster,https://github.com/mileyan/pseudo_lidar,179
72,Learning View Priors for Single-view 3D Reconstruction,Poster,https://github.com/akar43/lsm,171
73,Image Super-Resolution by Neural Texture Transfer,Poster,https://github.com/ZZUTK/SRNTT,162
74,Mode Seeking Generative Adversarial Networks for Diverse Image Synthesis,Poster,https://github.com/HelenMao/MSGAN,161
75,Self supervised 3D hand pose estimation,Oral,https://github.com/NVlabs/geomapnet,160
76,Relational Knowledge Distillation,Poster,https://github.com/salesforce/nonauto-nmt,153
77,PointConv: Deep Convolutional Networks on 3D Point Clouds,Poster,https://github.com/DylanWusee/pointconv,152
78,Decoders Matter for Semantic Segmentation: Data-Dependent Decoding Enables Flexible Feature Aggregation,Poster,https://github.com/LinZhuoChen/DUpsampling,150
79,Target-Aware Deep Tracking,Poster,https://github.com/xiaobai1217/MBMD,144
80,"Competitive Collaboration: Joint Unsupervised Learning of Depth, Camera Motion, Optical Flow and Motion Segmentation",Poster,https://github.com/anuragranj/ac,140
81,Representation Flow for Action Recognition,Poster,https://github.com/kevin-ssy/Optical-Flow-Guided-Feature,138
82,Seamless Scene Segmentation,Poster,https://github.com/laughtervv/SGPN,136
83,Video Action Transformer Network,Oral,https://github.com/feichtenhofer/st-resnet,134
84,Pluralistic Image Completion,Poster,https://github.com/lyndonzheng/Pluralistic-Inpainting,132
85,Learning Implicit Fields for Generative Shape Modeling,Poster,https://github.com/LMescheder/Occupancy-Networks,131
86,Occupancy Networks: Learning 3D Reconstruction in Function Space,Oral,https://github.com/LMescheder/Occupancy-Networks,131
87,Variational Convolutional Neural Network Pruning,Poster,https://github.com/kumar-shridhar/Master-Thesis-BayesianCNN,129
88,Recurrent Back-Projection Network for Video Super-resolution,Poster,https://github.com/alterzero/RBPN-PyTorch,129
89,ScratchDet: Training Single-Shot Object Detectors from Scratch,Oral,https://github.com/KimSoybean/ScratchDet,129
90,Rethinking Knowledge Graph Propagation for Zero-Shot Learning,Poster,https://github.com/cyvius96/adgpm,128
91,Invariance Matters: Exemplar Memory for Domain Adaptive Person Re-identification,Poster,https://github.com/zhunzhong07/ECN,126
92,Inserting Videos into Videos,Poster,https://github.com/MIT-HAN-LAB/temporal-shift-module,126
93,Associatively Segmenting Instances and Semantics in Point Clouds,Poster,https://github.com/WXinlong/ASIS,118
94,Feedback Network for Image Super-Resolution,Poster,https://github.com/Paper99/SRFBN_CVPR19,117
95,Detailed Human Shape Estimation from a Single Image by Hierarchical Mesh Deformation,Oral,https://github.com/zhuhao-nju/hmd,109
96,Learning without Memorizing,Poster,https://github.com/mohammadpz/Associative_LSTM,107
97,Class-Balanced Loss Based on Effective Number of Samples,Poster,https://github.com/richardaecn/class-balanced-loss,105
98,Single-Image Piece-wise Planar 3D Reconstruction via Associative Embedding,Poster,https://github.com/svip-lab/PlanarReconstruction,103
99,Exploiting Edge Features in Graph Neural Networks,Poster,https://github.com/Luckick/EAGCN,103
100,Unsupervised Person Re-identification by Soft Multilabel Learning,Oral,https://github.com/KovenYu/MAR,102
101,Meta-Learning with Differentiable Convex Optimization,Oral,https://github.com/kjunelee/MetaOptNet,101
102,Hierarchical deep stereo matching on high-resolution images,Poster,https://github.com/meteorshowers/StereoNet,100
103,Style Transfer by Relaxed Optimal Transport and Self-Similarity,Poster,https://github.com/nkolkin13/STROTSS,100
104,Real-time self-adaptive deep stereo,Oral,https://github.com/CVLAB-Unibo/Real-time-self-adaptive-deep-stereo,100
105,GANFIT: Generative Adversarial Network Fitting for High Fidelity 3D Face Reconstruction,Poster,https://github.com/barisgecer/ganfit,98
106,Learning Deep Compositional Grammatical Architectures for Visual Recognition,Poster,https://github.com/xilaili/AOGNet,95
107,Hardness-Aware Deep Metric Learning,Oral,https://github.com/wzzheng/HDML,95
108,Structural Point Cloud Decoder,Poster,https://github.com/TonythePlaneswalker/pcn,94
109,D2-Net: A Trainable CNN for Joint Description and Detection of Local Features,Poster,https://github.com/mihaidusmanu/d2-net,90
110,3D Hand Shape and Pose Estimation from a Single RGB Image,Oral,https://github.com/MandyMo/HAMR,88
111,Learning Attraction Field Representation for Robust Line Segment Detection,Poster,https://github.com/cherubicXN/afm_cvpr2019,87
112,Animating Arbitrary Objects via Deep Motion Transfer,Oral,https://github.com/AliaksandrSiarohin/monkey-net,85
113,Revisiting Self-Supervised Visual Representation Learning,Poster,https://github.com/google/revisiting-self-supervised,83
114,Photometric Mesh Optimization for Video-Aligned 3D Object Reconstruction,Poster,https://github.com/chenhsuanlin/photometric-mesh-optim,81
115,CrowdPose: Efficient Crowded Scenes Pose Estimation and A New Benchmark,Oral,https://github.com/Jeff-sjtu/CrowdPose,81
116,Adaptively-Connected Neural Network,Poster,https://github.com/dcmocanu/sparse-evolutionary-artificial-neural-networks,77
117,MUREL: Multimodal Relational Reasoning for Visual Question Answering,Poster,https://github.com/Cadene/murel.bootstrap.pytorch,76
118,Global Second-order Pooling Convolutional Networks,Poster,https://github.com/amitshaked/resmatch,76
119,"Zoom to Learn, Learn to Zoom",Poster,https://github.com/recasens/Saliency-Sampler,76
120,3D-SIS: 3D Semantic Instance Segmentation of RGB-D Scans,Oral,https://github.com/Sekunde/3D-SIS,74
121,Pose2Seg: Detection Free Human Instance Segmentation,Poster,https://github.com/liruilong940607/Pose2Seg,73
122,Fast Human Pose Estimation,Poster,https://github.com/yuanyuanli85/Fast_Human_Pose_Estimation_Pytorch,72
123,Learning Linear Transformations for Fast Image and Video Style Transfer,Poster,https://github.com/sunshineatnoon/LinearStyleTransfer,71
124,PoseFix: Model-agnostic General Human Pose Refinement Network,Poster,https://github.com/mks0601/PoseFix_RELEASE,71
125,PointNetLK: Robust & Efficient Point Cloud Registration using PointNet,Poster,https://github.com/hmgoforth/PointNetLK,70
126,In Defense of Pre-Trained ImageNet Architectures for Real-Time Semantic Segmentation of Road-driving Images,Poster,https://github.com/orsic/swiftnet,70
127,Relation-Shape Convolutional Neural Network for Point Cloud Analysis,Oral,https://github.com/Yochengliu/Relation-Shape-CNN,70
128,A Neural Temporal Model for Human Motion Prediction,Poster,https://github.com/remega/OMCNN_2CLSTM,69
129,Depth-Aware Video Frame Interpolation,Poster,https://github.com/baowenbo/DAIN,68
130,Tightness-aware Evaluation Protocol for Scene Text Detection,Poster,https://github.com/Yuliang-Liu/TIoU-metric,68
131,"Show, Control and Tell: A Framework for Generating Grounded and Controllable Captions",Poster,https://github.com/aimagelab/show-control-and-tell,67
132,Metric Learning for Image Registration,Poster,https://github.com/rkwitt/quicksilver,67
133,Noise-Tolerant Paradigm for Training Face Recognition CNNs,Poster,https://github.com/huangyangyu/NoiseFace,67
134,Parsing R-CNN for Instance-Level Human Analysis,Poster,https://github.com/soeaver/Parsing-R-CNN,65
135,Strong-Weak Distribution Alignment for Adaptive Object Detection,Poster,https://github.com/VisionLearningGroup/DA_Detection,64
136,Group-wise Correlation Stereo Network,Poster,https://github.com/xy-guo/GwcNet,62
137,The Regretful Agent: Heuristic-Aided Navigation through Progress Estimation,Oral,https://github.com/chihyaoma/regretful-agent,62
138,Scan2CAD: Learning CAD Model Alignment in RGB-D Scans,Oral,https://github.com/skanti/Scan2CAD,61
139,Multi-Channel Attention Selection GAN with Cascaded Semantic Guidance for Cross-View Image Translation,Oral,https://github.com/Ha0Tang/SelectionGAN,59
140,Partial Order Pruning: for Best Speed/Accuracy Trade-off in Neural Architecture Search,Poster,https://github.com/lixincn2015/Partial-Order-Pruning,57
141,Disentangled Representation Learning for 3D Face Shape,Poster,https://github.com/zihangJiang/DR-Learning-for-3D-Face,57
142,Video Generation from Single Semantic Label Map,Poster,https://github.com/junting/seg2vid,56
143,Adversarial Structure Matching for Structured Prediction Tasks,Poster,https://github.com/Ruiqi-Hu/ARGA,56
144,Efficient Parameter-free Clustering Using First Neighbor Relations,Oral,https://github.com/ssarfraz/FINCH-CLustering,56
145,Attention Branch Network: Learning of Attention Mechanism for Visual Explanation,Oral,https://github.com/machine-perception-robotics-group/attention_branch_network,56
146,Sliced Wasserstein Generative Models,Poster,https://github.com/skolouri/swae,55
147,End-to-End Multi-Task Learning with Attention,Poster,https://github.com/lorenmt/mtan,54
148,FineGAN: Unsupervised Hierarchical Disentanglement for Fine-Grained Object Generation and Discovery,Oral,https://github.com/kkanshul/finegan,54
149,DVC: An End-to-end Deep Video Compression Framework,Oral,https://github.com/GuoLusjtu/DVC,54
150,Filter Pruning via Geometric Median for Deep Convolutional Neural Networks Acceleration,Oral,https://github.com/he-y/filter-pruning-geometric-median,53
151,Learning to Synthesize Motion Blur,Oral,https://github.com/aimerykong/predictive-filter-flow,52
152,Universal Domain Adaptation,Poster,https://github.com/srebuffi/residual_adapters,50
153,Unsupervised Deep Tracking,Poster,https://github.com/594422814/UDT,49
154,Linkage Based Face Clustering via Graph Convolution Network,Poster,https://github.com/Zhongdao/gcn_clustering,48
155,Improving Transferability of Adversarial Examples with Input Diversity,Poster,https://github.com/cihangxie/DI-2-FGSM,48
156,Decoupling Direction and Norm for Efficient Gradient-Based L2 Adversarial Attacks and Defenses,Oral,https://github.com/jeromerony/fast_adversarial,47
157,Strike (with) a Pose: Neural Networks Are Easily Fooled by Strange Poses of Familiar Objects,Poster,https://github.com/airalcorn2/strike-with-a-pose,46
158,Grounded Video Description,Oral,https://github.com/facebookresearch/ActivityNet-Entities,45
159,Spatiotemporal CNN for Video Object Segmentation,Poster,https://github.com/longyin880815/STCNN,44
160,"Spherical Regression: Learning Viewpoints, Surface Normals and 3D Rotations on n-Spheres",Poster,https://github.com/leoshine/Spherical_Regression,43
161,Video Relationship Reasoning using Gated Spatio-Temporal Energy Graph,Poster,https://github.com/yaohungt/GSTEG_CVPR_2019,43
162,Collaborative Global-Local Networks for Memory-Efficient Segmentation of Ultra-high Resolution Images,Oral,https://github.com/chenwydj/ultra_high_resolution_segmentation,43
163,Bidirectional Learning for Domain Adaptation of Semantic Segmentation,Poster,https://github.com/liyunsheng13/BDL,42
164,Bi-Directional Cascade Network for Perceptual Edge Detection,Poster,https://github.com/pkuCactus/BDCN,41
165,Progressive Image Deraining Networks: Simpler and Better,Poster,https://github.com/csdwren/PReNet,41
166,Learning to Reconstruct People in Clothing from a Single RGB Camera,Poster,https://github.com/thmoa/octopus,40
167,Mixture Density Generative Adversarial Networks,Poster,https://github.com/ermongroup/flow-gan,39
168,Hierarchical Discrete Distribution Decomposition for Match Density Estimation,Poster,https://github.com/ucbdrive/hd3,38
169,Learning to Learn How to Learn: Self-Adaptive Visual Navigation using Meta-Learning,Oral,https://github.com/allenai/savn,38
170,Meta-Transfer Learning for Few-Shot Learning,Poster,https://github.com/y2l/meta-transfer-learning-tensorflow,37
171,Temporal Cycle-Consistency Learning,Poster,https://github.com/zlai0/CorrFlow,37
172,Touchdown: Natural Language Navigation and Spatial Reasoning in Visual Street Environments,Poster,https://github.com/clic-lab/touchdown,37
173,Guided Stereo Matching,Poster,https://github.com/feihuzhang/GANet,35
174,Deep Structured Scene Flow,Poster,https://github.com/feihuzhang/GANet,35
175,Deep Geometric Prior for Surface Reconstruction,Poster,https://github.com/jhonykaesemodel/image2mesh,35
176,GA-Net: Guided Aggregation Net for End-to-end Stereo Matching,Oral,https://github.com/feihuzhang/GANet,35
177,The Perfect Match: 3D Point Cloud Matching with Smoothed Densities,Poster,https://github.com/zgojcic/3DSmoothNet,34
178,Reliable and Efficient Image Cropping: A Grid Anchor based Approach,Poster,https://github.com/HuiZeng/Grid-Anchor-based-Image-Cropping,34
179,HorizonNet: Learning Room Layout with 1D Representation and Pano Stretch Data Augmentation,Poster,https://github.com/sunset1995/HorizonNet,33
180,Pyramid Feature Selective Network for Saliency detection,Poster,https://github.com/CaitinZhao/cvpr2019_Pyramid-Feature-Attention-Network-for-Saliency-detection,33
181,Learning Transformation Synchronization,Poster,https://github.com/xiangruhuang/Learning2Sync,32
182,Patch-based Progressive 3D Point Set Upsampling,Poster,https://github.com/yifita/3PU,31
183,Explainable and Explicit Visual Reasoning over Scene Graphs,Poster,https://github.com/shijx12/XNM-Net,31
184,Learning monocular depth estimation infusing traditional stereo knowledge,Poster,https://github.com/fabiotosi92/monoResMatch-Tensorflow,31
185,Neural RGB -> D Sensing: Depth and Uncertainty from a Video Camera,Oral,https://github.com/NVlabs/neuralrgbd,31
186,Attention-aware Multi-stroke Style Transfer,Poster,https://github.com/JianqiangRen/AAMS,30
187,Cascaded Partial Decoder for Fast and Accurate Salient Object Detection,Poster,https://github.com/wuzhe71/CPD,30
188,Spatial Attentive Single-Image Deraining with a High Quality Real Rain Dataset,Poster,https://github.com/stevewongv/SPANet,30
189,Single Image Deraining: A Comprehensive Benchmark Analysis,Poster,https://github.com/lsy17096535/Single-Image-Deraining,29
190,Aggregation Cross-Entropy for Sequence Recognition,Oral,https://github.com/summerlvsong/Aggregation-Cross-Entropy,29
191,Latent Space Autoregression for Novelty Detection,Poster,https://github.com/aimagelab/novelty-detection,28
192,Geometry-Aware Unsupervised Image-to-Image Translation,Poster,https://github.com/sshan-zhao/GASDA,28
193,Single Image Reflection Removal Exploiting Misaligned Training Data and Network Enhancements,Poster,https://github.com/Vandermode/ERRNet,28
194,Geometry-Aware Symmetric Domain Adaptation for Monocular Depth Estimation,Poster,https://github.com/sshan-zhao/GASDA,28
195,Weakly Supervised Person Re-Identification,Poster,https://github.com/kkanshul/Hide-and-Seek,27
196,Peeking into the future: Predicting Future Person Activities and Locations in Videos,Poster,https://github.com/google/next-prediction,27
197,Audio-Visual Scene-Aware Dialog,Poster,https://github.com/hudaAlamri/DSTC7-Audio-Visual-Scene-Aware-Dialog-AVSD-Challenge,27
198,RePr: Improved Training of Convolutional Filters,Oral,https://github.com/siahuat0727/RePr,27
199,DeepCaps : Going Deeper with Capsule Networks,Oral,https://github.com/brjathu/deepcaps,27
200,Image-based Navigation using Visual Features and Map,Poster,https://github.com/oravus/lostX,26
201,Taking a Deeper Look at the Inverse Compositional Algorithm,Oral,https://github.com/lvzhaoyang/DeeperInverseCompositionalAlgorithm,26
202,SIXray: A Large-scale Security Inspection X-ray Benchmark for Prohibited Item Discovery in Overlapping Images,Poster,https://github.com/MeioJane/SIXray,24
203,LaSOT: A High-quality Benchmark for Large-scale Single Object Tracking,Poster,https://github.com/HengLan/LaSOT_Evaluation_Toolkit,24
204,TextureNet: Consistent Local Parametrizations for Learning from High-Resolution Signals on Meshes,Oral,https://github.com/hjwdzh/TextureNet,24
205,WarpGAN: Automatic Caricature Generation,Oral,https://github.com/seasonSH/WarpGAN,24
206,SSN: Learning Sparse Switchable Normalization via SparsestMax,Poster,https://github.com/switchablenorms/Sparse_SwitchNorm,23
207,Noise2Void - Learning Denoising from Single Noisy Images,Poster,https://github.com/juglab/n2v,23
208,Joint Representation and Estimator Learning for Facial Action Unit Intensity Estimation,Poster,https://github.com/ESanchezLozano/Action-Units-Heatmaps,23
209,Transfer Learning via Unsupervised Task Discovery for Visual Question Answering,Poster,https://github.com/HyeonwooNoh/vqa_task_discovery,23
210,Superquadrics Revisited: Learning 3D Shape Parsing beyond Cuboids,Poster,https://github.com/paschalidoud/superquadric_parsing,23
211,From Coarse to Fine: Robust Hierarchical Localization at Large Scale,Poster,https://github.com/ethz-asl/hf_net,23
212,Camera Lens Super-Resolution,Poster,https://github.com/ngchc/CameraSR,22
213,Knowledge-Embedded Routing Network for Scene Graph Generation,Poster,https://github.com/yuweihao/KERN,22
214,Generalized Zero- and Few-Shot Learning via Aligned Variational Autoencoders,Poster,https://github.com/edgarschnfld/CADA-VAE-PyTorch,22
215,Generating Classification Weights with Graph Neural Networks for Few-Shot Learning,Oral,https://github.com/gidariss/wDAE_GNN_FewShot,22
216,Curls & Whey: Boosting Black-Box Adversarial Attacks,Oral,https://github.com/walegahaha/Curls-Whey,21
217,Semantically Tied Paired Cycle Consistency for Zero-Shot Sketch-based Image Retrieval,Poster,https://github.com/AnjanDutta/sem-pcyc,20
218,Reasoning Visual Dialogs with Structural and Partial Observations,Oral,https://github.com/zilongzheng/visdial-gnn,20
219,DAVANet: Stereo Deblurring with View Aggregation,Oral,https://github.com/sczhou/DAVANet,20
220,Learning Metrics from Teachers: Compact Networks for Image Embedding,Poster,https://github.com/yulu0724/EmbeddingDistillation,19
221,Taking A Closer Look at Domain Shift: Category-level Adversaries for Semantics Consistent Domain Adaptation,Oral,https://github.com/RoyalVane/CLAN,19
222,A Generative Adversarial Density Estimator,Oral,https://github.com/zihangdai/cegan_iclr2017,19
223,3D Point-Capsule Networks,Poster,https://github.com/yongheng1991/3D-point-capsule-networks,18
224,Adaptive Pyramid Context Network for Semantic Segmentation,Poster,https://github.com/DeepSceneSeg/SSMA,18
225,Fast Single Image Reflection Suppression via Convex Optimization,Poster,https://github.com/yyhz76/reflectSuppress,18
226,Learning to Adapt for Stereo,Poster,https://github.com/CVLAB-Unibo/Learning2AdaptForStereo,18
227,A General and Adaptive Robust Loss Function,Oral,https://github.com/tylersco/adapted_deep_embeddings,18
228,Deep RNN Framework for Visual Sequential Applications,Poster,https://github.com/BoPang1996/Deep-RNN-Framework,17
229,Leveraging Shape Completion for 3D Siamese Tracking,Poster,https://github.com/SilvioGiancola/ShapeCompletion3DTracking,16
230,Learning Pyramid-Context Encoder Network for High-Quality Image Inpainting,Poster,https://github.com/researchmm/PEN-Net-for-Inpainting,16
231,Actional-Structural Graph Convolutional Networks for Skeleton-based Action Recognition,Poster,https://github.com/limaosen0/AS-GCN,16
232,SparseFool: a few pixels make a big difference,Poster,https://github.com/LTS4/SparseFool,16
233,A Poisson-Gaussian Denoising Dataset for Real Fluorescence Microscopy Images,Poster,https://github.com/bmmi/denoising-fluorescence,16
234,Tactical Rewind: Self-Correction via Backtracking in Vision-and-Language Navigation,Oral,https://github.com/Kelym/FAST,16
235,Heavy Rain Image Restoration: Integrating Physics Model and Conditional Adversarial Learning,Poster,https://github.com/liruoteng/HeavyRainRemoval,15
236,Segmentation-driven 6D Object Pose Estimation,Poster,https://github.com/cvlab-epfl/segmentation-driven-pose,15
237,A Bayesian Perspective on the Deep Image Prior,Poster,https://github.com/ZezhouCheng/GP-DIP,15
238,Supervised Fitting of Geometric Primitives to 3D Point Clouds,Oral,https://github.com/csimstu2/SPFN,15
239,Explainability Methods for Graph Convolutional Neural Networks,Oral,https://github.com/Shen-Lab/DeepAffinity,15
240,MS-TCN: Multi-Stage Temporal Convolutional Network for Action Segmentation,Poster,https://github.com/yabufarha/ms-tcn,14
241,Label-Noise Robust Generative Adversarial Networks,Oral,https://github.com/takuhirok/rGAN,14
242,AET vs. AED: Unsupervised Representation Learning by Auto-Encoding Transformations rather than Data,Oral,https://github.com/maple-research-lab/AET,14
243,BubbleNets: Learning to Select the Guidance Frame in Video Object Segmentation by Deep Sorting Frames,Oral,https://github.com/griffbr/BubbleNets,14
244,REPAIR: Removing Representation Bias by Dataset Resampling,Poster,https://github.com/JerryYLi/Dataset-REPAIR,13
245,Locating Objects Without Bounding Boxes,Oral,https://github.com/javiribera/locating-objects-without-bboxes,13
246,Memory In Memory: A Predictive Neural Network for Learning Higher-Order Non-Stationarity from Spatiotemporal Dynamics,Poster,https://github.com/Yunbo426/MIM,12
247,Label Efficient Semi-Supervised Learning via Graph Filtering,Poster,https://github.com/liqimai/Efficient-SSL,12
248,Generating Multiple Hypotheses for 3D Human Pose Estimation with Mixture Density Network,Poster,https://github.com/chaneyddtt/Generating-Multiple-Hypotheses-for-3D-Human-Pose-Estimation-with-Mixture-Density-Network,12
249,ADVENT: Adversarial Entropy Minimization for Domain Adaptation in Semantic Segmentation,Oral,https://github.com/valeoai/ADVENT,12
250,Query-guided End-to-End Person Search,Poster,https://github.com/munjalbharti/Query-guided-End-to-End-Person-Search,11
251,Classification-Reconstruction Learning for Open-Set Recognition,Poster,https://github.com/otkupjnoz/mlosr,11
252,Leveraging the Invariant Side of Generative Zero-Shot Learning,Poster,https://github.com/lijin118/LisGAN,11
253,LiFF: Light Field Features in Scale and Depth,Poster,https://github.com/doda42/LiFF,11
254,Unsupervised learning of action classes with continuous temporal embedding,Poster,https://github.com/annusha/unsup_temp_embed,11
255,Timeception for Complex Action Recognition,Oral,https://github.com/noureldien/timeception,11
256,Lending Orientation to Neural Networks for Cross-view Geo-localization,Poster,https://github.com/Liumouliu/OriCNN,10
257,Scale-Adaptive Neural Dense Features: Learning via Hierarchical Context Aggregation,Poster,https://github.com/jspenmar/SAND_features,10
